Name,Latest Chapter,Dated Released,depth,download_timeout,download_slot,download_latency,Link,Genre,Status,Rating,img-link
Cheerful Days,Vol.2 Chapter 10,"Mar 06,19",245,180.0,manganelo.com,0.3195669651031494,https://manganelo.com/manga/cheerful_days,"School life,Shoujo",Ongoing,4.67,https://avt.mkklcdnv6temp.com/15/b/8-1583478750.jpg
Fushigi Yuugi,Vol.18 Chapter 0,"Mar 06,19",245,180.0,manganelo.com,0.2890441417694092,https://manganelo.com/manga/fushigi_yuugi,"Action,Adult,Adventure,Comedy,Cooking,Fantasy,Gender bender,Harem,Historical,Romance,Shoujo",Completed,4.63,https://avt.mkklcdnv6temp.com/47/n/3-1583469550.jpg
Tsuiteru Kanojo (Niku),Vol.3 Chapter 26.5,"Mar 06,19",245,180.0,manganelo.com,0.3309898376464844,https://manganelo.com/manga/tsuiteru_kanojo_niku,"Comedy,Ecchi,Gender bender,Romance,Seinen",Ongoing,4.1,https://avt.mkklcdnv6temp.com/14/f/2-1583466248.jpg
Koufuku Graffiti,Vol.2 Chapter 0: Color Pages,"Mar 06,19",245,180.0,manganelo.com,0.2788503170013428,https://manganelo.com/manga/unz161290593,"Comedy,Cooking,Ecchi,School life,Seinen",Ongoing,4.61,https://avt.mkklcdnv6temp.com/7/k/2-1583465978.jpg
Mixed Vegetables,Chapter 54.5,"Mar 06,19",245,180.0,manganelo.com,0.4163045883178711,https://manganelo.com/manga/read_mixed_vegetables_manga,"Action,Adult,Comedy,Cooking,Drama,Romance,School life,Shoujo",Ongoing,4.95,https://avt.mkklcdnv6temp.com/22/i/12-1583486638.jpg
Gensou Suikoden Iii - Unmei No Keishousha,Vol.11 Chapter 2,"Mar 06,19",245,180.0,manganelo.com,0.3158762454986572,https://manganelo.com/manga/yd918638,"Action,Adventure,Drama,Fantasy,Seinen,Supernatural",Completed,4.7,https://avt.mkklcdnv6temp.com/2/x/18-1583497187.jpg
Trap You,Scene 1,"Mar 06,19",245,180.0,manganelo.com,0.35717058181762695,https://manganelo.com/manga/wx918634,"Drama,Ecchi,School life,Yaoi",Ongoing,4.73,https://avt.mkklcdnv6temp.com/2/t/18-1583497181.jpg
Haitoku Bl,Vol.1 Chapter 8: Stardust Babies (By Katsura Komachi),"Feb 26,19",246,180.0,manganelo.com,0.2806830406188965,https://manganelo.com/manga/haitoku_bl,Yaoi,Ongoing,4.15,https://avt.mkklcdnv6temp.com/39/w/14-1583491135.jpg
Double Mints,Vol.1 Chapter 7: Acme/rain,"Feb 26,19",246,180.0,manganelo.com,0.26578283309936523,https://manganelo.com/manga/double_mints,"Drama,Mature,Psychological,Yaoi",Completed,4.62,https://avt.mkklcdnv6temp.com/21/k/6-1583475011.jpg
So Ho Kang Ho,Chapter 30,"Feb 26,19",246,180.0,manganelo.com,0.2998809814453125,https://manganelo.com/manga/so_ho_kang_ho,"Action,Historical,Martial arts,Seinen",Ongoing,4.45,https://avt.mkklcdnv6temp.com/22/f/14-1583490541.jpg
Zattou Ni Asobu Sakana,Vol.1 Chapter 5.6: Bonus,"Feb 26,19",246,180.0,manganelo.com,0.3173227310180664,https://manganelo.com/manga/zattou_ni_asobu_sakana,"Gender bender,Romance,Yaoi",Ongoing,4.54,https://avt.mkklcdnv6temp.com/16/b/14-1583490326.jpg
Sick,Vol.1 Chapter 6.7: Extra 3,"Feb 26,19",246,180.0,manganelo.com,0.3215045928955078,https://manganelo.com/manga/sick,"Slice of life,Yaoi",Completed,4.73,https://avt.mkklcdnv6temp.com/21/d/2-1583466528.jpg
Soba Ni Ite Mo Ii N Daze,Vol.1 Chapter 3 [End],"Feb 26,19",246,180.0,manganelo.com,0.3039274215698242,https://manganelo.com/manga/soba_ni_ite_mo_ii_n_daze,"Comedy,Drama,Romance,Shoujo,Slice of life",Ongoing,4.62,https://avt.mkklcdnv6temp.com/1/s/15-1583493524.jpg
Yume Yume Okiru Koto Nakare,Chapter 2,"Feb 26,19",246,180.0,manganelo.com,0.3806476593017578,https://manganelo.com/manga/yume_yume_okiru_koto_nakare,Yaoi,Ongoing,4.5,https://avt.mkklcdnv6temp.com/34/k/14-1583490949.jpg
Honkai Impact 3 - Purple Kite's Tales,Chapter 13: Reply,"Feb 26,19",246,180.0,manganelo.com,0.2813868522644043,https://manganelo.com/manga/qk918558,"Action,Comedy,Drama,Fantasy,Sci fi,Shoujo ai",Ongoing,4,https://avt.mkklcdnv6temp.com/50/a/17-1583497074.jpg
Skeleton Soldier (Skeleton Soldier Couldn’T Protect The Dungeon),Chapter 53,"Feb 28,19",246,180.0,manganelo.com,0.34580230712890625,https://manganelo.com/manga/vsfp285121556843700,"Action,Adventure,Fantasy,Supernatural,Tragedy,Manhwa",Ongoing,4.65,https://avt.mkklcdnv6temp.com/7/r/17-1583495535.jpg
Chang An Yao Song,Chapter 27,"Feb 28,19",246,180.0,manganelo.com,0.28963661193847656,https://manganelo.com/manga/chang_an_yao_song,"Action,Ecchi,Fantasy,Martial arts,Shounen,Manhua",Ongoing,4.58,https://avt.mkklcdnv6temp.com/2/o/17-1583495352.jpg
Bite Me,Chapter 79,"Feb 28,19",246,180.0,manganelo.com,0.27733755111694336,https://manganelo.com/manga/bite_me,Drama,Ongoing,4.35,https://avt.mkklcdnv6temp.com/30/d/15-1583492576.jpg
Turn Me On,Chapter 1.5,"Feb 27,19",246,180.0,manganelo.com,0.5230867862701416,https://manganelo.com/manga/ko918257,Yaoi,Ongoing,4.76,https://avt.mkklcdnv6temp.com/39/n/17-1583496687.jpg
Mikami Sensei No Aishikata,Chapter 12: How To Nurse A Patient In Love ❤,"Feb 28,19",246,180.0,manganelo.com,0.28904175758361816,https://manganelo.com/manga/mikami_sensei_no_aishikata,"Comedy,Romance,School life,Shoujo",Ongoing,4.71,https://avt.mkklcdnv6temp.com/18/r/3-1583468396.jpg
Cats Are Facing West,Chapter 7,"Feb 28,19",246,180.0,manganelo.com,0.3590996265411377,https://manganelo.com/manga/cats_are_facing_west,"Drama,Psychological,Seinen,Slice of life,Supernatural",Ongoing,5,https://avt.mkklcdnv6temp.com/2/b/16-1583495335.jpg
Moekare Wa Orenji-Iro,Vol.6 Chapter 24: Gotta Say It To Start,"Feb 28,19",246,180.0,manganelo.com,0.3329646587371826,https://manganelo.com/manga/moekare_wa_orenjiiro,"Drama,Romance,School life,Shoujo",Ongoing,4.81,https://avt.mkklcdnv6temp.com/15/z/16-1583494045.jpg
Shirley Madison,Chapter 17,"Feb 28,19",246,180.0,manganelo.com,0.4659616947174072,https://manganelo.com/manga/shirley_madison,"Drama,Historical,Seinen,Slice of life",Ongoing,5,https://avt.mkklcdnv6temp.com/24/d/8-1583479093.jpg
Devilman Lady,Vol.17 Chapter 66: Battle Of The Gods,"Feb 28,19",246,180.0,manganelo.com,0.27366209030151367,https://manganelo.com/manga/devilman_lady,"Action,Adult,Drama,Ecchi,Horror,Mature,Romance,Seinen",Completed,4,https://avt.mkklcdnv6temp.com/23/v/6-1583475125.jpg
Musume-Iri Hako,Chapter 8: We Don't Learn Carelessly,"Feb 19,19",247,180.0,manganelo.com,0.2928588390350342,https://manganelo.com/manga/musumeiri_hako,"One shot,Romance,Sci fi,Shounen",Completed,4.12,https://avt.mkklcdnv6temp.com/27/c/7-1583477280.jpg
Kaifeng Qi Tan - Zhe Ge Bao Gong Bu Tai Xing,Chapter 16: Case No.15: Wishing Everyone A Happy New Year!,"Feb 19,19",247,180.0,manganelo.com,0.3011894226074219,https://manganelo.com/manga/kaifeng_qi_tan_zhe_ge_bao_gong_bu_tai_xing,"Comedy,Historical",Ongoing,4.88,https://avt.mkklcdnv6temp.com/2/u/15-1583491570.jpg
Heaven!!,Vol.3 Chapter 12,"Feb 28,19",246,180.0,manganelo.com,0.4953725337982178,https://manganelo.com/manga/heaven,"Comedy,Romance,Shoujo,Supernatural",Completed,4.64,https://avt.mkklcdnv6temp.com/17/o/5-1583472533.jpg
Konbini-Kun,Vol.1 Chapter 6: Youthful Love,"Feb 19,19",247,180.0,manganelo.com,0.31194353103637695,https://manganelo.com/manga/konbinikun,"Comedy,Drama,Shounen ai,Slice of life,Yaoi",Completed,4.83,https://avt.mkklcdnv6temp.com/38/t/5-1583473414.jpg
Sensei No Shiroi Uso,Vol.8 Chapter 49: With You From The Beginning,"Feb 19,19",247,180.0,manganelo.com,0.29753923416137695,https://manganelo.com/manga/sensei_no_shiroi_uso,"Adult,Drama,Romance,School life,Seinen",Ongoing,4.16,https://avt.mkklcdnv6temp.com/19/e/16-1583494162.jpg
Natsu Ni Mebuku Wa Koi No Oto,Vol.1 Chapter 5,"Feb 19,19",247,180.0,manganelo.com,0.2986948490142822,https://manganelo.com/manga/natsu_ni_mebuku_wa_koi_no_oto,"Romance,School life,Yaoi",Ongoing,4.65,https://avt.mkklcdnv6temp.com/3/s/17-1583495396.jpg
Blind Passion,Chapter 1,"Feb 19,19",247,180.0,manganelo.com,0.327561616897583,https://manganelo.com/manga/ki918491,"Drama,Historical,Romance,Tragedy,Yuri",Ongoing,4.37,https://avt.mkklcdnv6temp.com/47/r/17-1583496984.jpg
Mizukami Satoshi Tanpenshuu,Vol.4 Chapter 30: Walking The Void,"Feb 19,19",247,180.0,manganelo.com,0.26073455810546875,https://manganelo.com/manga/mizukami_satoshi_tanpenshuu,"Comedy,Seinen",Ongoing,4.64,https://avt.mkklcdnv6temp.com/23/k/3-1583468596.jpg
Mebae - Vivid Girls Love Anthology,Vol.5 Chapter 1: Mayonaka Yonaka No Accept - 4,"Feb 20,19",247,180.0,manganelo.com,0.28151440620422363,https://manganelo.com/manga/zy918499,"Adult,Ecchi,School life,Smut,Yuri",,4.32,https://avt.mkklcdnv6temp.com/47/z/17-1583496994.jpg
Kuroneko Kareshi No Itoshikata,Vol.2 Chapter 10.5,"Feb 21,19",247,180.0,manganelo.com,0.2768740653991699,https://manganelo.com/manga/kuroneko_kareshi_no_itoshikata,"Romance,Smut,Supernatural,Yaoi",Ongoing,4.82,https://avt.mkklcdnv6temp.com/8/j/6-1583474446.jpg
1- (Yukimichi Ouji),Vol.1 Chapter 4,"Feb 20,19",247,180.0,manganelo.com,0.3232128620147705,https://manganelo.com/manga/1_yukimichi_ouji,"Historical,Yaoi",Ongoing,3.36,https://avt.mkklcdnv6temp.com/49/w/14-1583491469.jpg
Pure Love Collection,Tsukiyo Ni Sasowarete - Chiyori,"Feb 21,19",247,180.0,manganelo.com,0.2883117198944092,https://manganelo.com/manga/cp918507,"Romance,School life,Shoujo",Completed,4.37,https://avt.mkklcdnv6temp.com/48/g/17-1583497003.jpg
Hinako's My Wife,Chapter 3,"Feb 21,19",247,180.0,manganelo.com,0.48137593269348145,https://manganelo.com/manga/dc918508,"Romance,Seinen,Supernatural",Ongoing,4.72,https://avt.mkklcdnv6temp.com/48/h/17-1583497005.jpg
"Ano Hi, Seifuku De","Vol.1 Chapter 6.5: Extra - Konya, Ano Hi Ni","Feb 21,19",247,180.0,manganelo.com,0.5291273593902588,https://manganelo.com/manga/ano_hi_seifuku_de,"Drama,One shot,Yaoi",Completed,4.13,https://avt.mkklcdnv6temp.com/23/q/3-1583468605.jpg
Dragless Sex,Chapter 7,"Feb 21,19",247,180.0,manganelo.com,0.5521302223205566,https://manganelo.com/manga/bepy224621567132789,Yaoi,Ongoing,4.24,https://avt.mkklcdnv6temp.com/36/l/14-1583491019.jpg
Katakoi Opera,Vol.1 Chapter 5: Last Boyfriend,"Feb 21,19",247,180.0,manganelo.com,0.592332124710083,https://manganelo.com/manga/katakoi_opera1,"School life,Yaoi",Completed,4.71,https://avt.mkklcdnv6temp.com/24/x/14-1583490630.jpg
Boku No Mama Chan (43) Kaihatsu Nikki,"Vol.1 Chapter 6: The Last Story, Incredibly Fantastic [End]","Feb 21,19",247,180.0,manganelo.com,0.47239089012145996,https://manganelo.com/manga/boku_no_mama_chan_43_kaihatsu_nikki,"Comedy,Romance,Yaoi",Completed,4.75,https://avt.mkklcdnv6temp.com/43/p/14-1583491259.jpg
Wish Fulfillment,Vol.3 Chapter 7: Covetous Brain,"Feb 21,19",247,180.0,manganelo.com,0.47886228561401367,https://manganelo.com/manga/wish_fulfillment_2,,Updating,5,https://avt.mkklcdnv6temp.com/21/p/13-1583488525.jpg
Kedamono Damono,Vol.3 Chapter 11,"Feb 21,19",247,180.0,manganelo.com,0.6558701992034912,https://manganelo.com/manga/kedamono_damono,"Comedy,Fantasy,Gender bender,Romance,Shoujo,Smut,Sports",Ongoing,4.97,https://avt.mkklcdnv6temp.com/4/w/13-1583487904.jpg
Yuri Wall,Chapter 3: The Oblivious Girl Part 2,"Feb 21,19",247,180.0,manganelo.com,0.5937321186065674,https://manganelo.com/manga/ss918509,"Comedy,Romance,Shoujo,Slice of life,Yuri",Ongoing,4.49,https://avt.mkklcdnv6temp.com/48/i/17-1583497006.jpg
Tonnura-San,Vol.9 Chapter 51.5: The Final Siblings,"Feb 14,19",248,180.0,manganelo.com,0.36398983001708984,https://manganelo.com/manga/tonnurasan,"Comedy,Ecchi,Shounen,Slice of life",Ongoing,4.74,https://avt.mkklcdnv6temp.com/32/b/8-1583479395.jpg
I: Episode 0,Vol.1 Chapter 6: Never Gone,"Feb 14,19",248,180.0,manganelo.com,0.3889327049255371,https://manganelo.com/manga/i_episode_0,"Adult,Drama,Romance,Yaoi",Ongoing,4.64,https://avt.mkklcdnv6temp.com/25/v/14-1583490661.jpg
Toshokan Sensou: Love & War,Vol.15 Afterword,"Feb 14,19",248,180.0,manganelo.com,0.351245641708374,https://manganelo.com/manga/toshokan_sensou_love_war,"Action,Comedy,Drama,Romance,Sci fi,Shoujo",Ongoing,4.73,https://avt.mkklcdnv6temp.com/30/d/11-1583485100.jpg
Release The Spyce Secret Fragrance,Chapter 22,"Feb 14,19",248,180.0,manganelo.com,0.36442017555236816,https://manganelo.com/manga/ob918449,"Action,Adventure,Comedy,Drama,Harem,Mystery,Romance,School life,Slice of life",Ongoing,2.69,https://avt.mkklcdnv6temp.com/46/f/17-1583496931.jpg
The Wolf's Gratitude,Chapter 5: Agreement [End],"Feb 14,19",248,180.0,manganelo.com,0.37711238861083984,https://manganelo.com/manga/yp918259,"Shounen ai,Slice of life,Webtoons",Ongoing,4.63,https://avt.mkklcdnv6temp.com/39/p/17-1583496691.jpg
A Straight Girl Wanders Into A Lesbian Mixer,Chapter 13.5: Bonus,"Feb 14,19",248,180.0,manganelo.com,0.32706570625305176,https://manganelo.com/manga/ns918240,"Comedy,Romance,Yuri",Ongoing,4.36,https://avt.mkklcdnv6temp.com/38/x/17-1583496666.jpg
Kokoro O Korosu Houhou,Vol.4 Chapter 17.6: Bonus Track,"Feb 15,19",248,180.0,manganelo.com,0.36025238037109375,https://manganelo.com/manga/ljtv213261581808021,"Drama,Romance,Yaoi",Ongoing,3.94,https://avt.mkklcdnv6temp.com/18/p/14-1583490414.jpg
Kimi Wa Kawaii Onnanoko,Vol.6 Chapter 23: Back Then & Now,"Feb 15,19",248,180.0,manganelo.com,0.28305840492248535,https://manganelo.com/manga/kimi_wa_kawaii_onnanoko,"Romance,School life,Shoujo,Slice of life",Ongoing,4.63,https://avt.mkklcdnv6temp.com/11/b/15-1583491859.jpg
Wagaya No Oinarisama.,"Vol.11 Chapter 66: Merry Christmas, Oinari-Sama!","Feb 15,19",248,180.0,manganelo.com,0.30308961868286133,https://manganelo.com/manga/wagaya_no_oinarisama,"Adventure,Comedy,Gender bender,Romance,Shounen,Supernatural",Ongoing,4.54,https://avt.mkklcdnv6temp.com/42/q/1-1583465385.jpg
Hibi Koikoi,Vol.1 Chapter 7.5: Extras,"Feb 15,19",248,180.0,manganelo.com,0.32593750953674316,https://manganelo.com/manga/hibi_koikoi,"Romance,Slice of life,Yaoi",Completed,4.6,https://avt.mkklcdnv6temp.com/5/k/11-1583484190.jpg
A Cold And After That,Vol.2 Chapter 5: She's An Android,"Feb 15,19",248,180.0,manganelo.com,0.36118292808532715,https://manganelo.com/manga/a_cold_and_after_that,"One shot,Romance,Shoujo ai",Completed,4.91,https://avt.mkklcdnv6temp.com/13/u/9-1583480620.jpg
Pureblood+Boyfriend,Vol.4 Chapter 17,"Feb 15,19",248,180.0,manganelo.com,0.3845865726470947,https://manganelo.com/manga/ueb1016274565487,"Comedy,Drama,Fantasy,Mystery,Romance,School life,Shoujo,Supernatural",Ongoing,4.83,https://avt.mkklcdnv6temp.com/41/c/7-1583477829.jpg
Loose Leaf,Vol.1 Chapter 6,"Feb 15,19",248,180.0,manganelo.com,0.31780576705932617,https://manganelo.com/manga/loose_leaf,"Romance,School life,Shoujo,Sports",Completed,4.33,https://avt.mkklcdnv6temp.com/16/z/1-1583464354.jpg
Ohisama Ni Kiss,Vol.1 Chapter 4,"Feb 15,19",248,180.0,manganelo.com,0.43201613426208496,https://manganelo.com/manga/ohisama_ni_kiss,"Drama,Romance,School life,Shoujo",Ongoing,4.75,https://avt.mkklcdnv6temp.com/47/c/16-1583495160.jpg
Ryuu No Muhaymin,Chapter 2: The Beginning: Part Two,"Feb 15,19",248,180.0,manganelo.com,0.2990410327911377,https://manganelo.com/manga/ab918457,"Fantasy,Slice of life",Ongoing,3.47,https://avt.mkklcdnv6temp.com/46/m/17-1583496940.jpg
School Girl's Real Love,Suki Na Hito Totte Quiz - Ria Sakura,"Feb 15,19",248,180.0,manganelo.com,0.29294562339782715,https://manganelo.com/manga/jy918458,"Romance,School life,Shoujo",Completed,4.64,https://avt.mkklcdnv6temp.com/46/n/17-1583496941.jpg
Shiro No Koukoku Monogatari,Chapter 64.2,"Feb 15,19",248,180.0,manganelo.com,0.5168325901031494,https://manganelo.com/manga/shiro_no_koukoku_monogatari,"Action,Drama,Fantasy,Harem,Romance,Seinen",,4.39,https://avt.mkklcdnv6temp.com/21/q/1-1583464548.jpg
Choukyou Kakusei Bl,Vol.1 Chapter 2: Rinjin Choukyou Ecstasy - Mochiko Zunda,"Feb 15,19",248,180.0,manganelo.com,0.3143155574798584,https://manganelo.com/manga/tp918462,"Drama,Romance,Smut,Yaoi",Completed,4.68,https://avt.mkklcdnv6temp.com/46/r/17-1583496947.jpg
Dragalia Lost,Chapter 2,"Feb 15,19",248,180.0,manganelo.com,0.3080315589904785,https://manganelo.com/manga/am918463,"Action,Adventure,Fantasy,Shounen",Ongoing,4.35,https://avt.mkklcdnv6temp.com/46/s/17-1583496949.jpg
Shigekikei My Hero,Chapter 6: Act 5.5 + Comic Fleur Exclusive Extras,"Feb 15,19",248,180.0,manganelo.com,0.27832651138305664,https://manganelo.com/manga/yn918469,"Smut,Yaoi",Ongoing,4.42,https://avt.mkklcdnv6temp.com/46/y/17-1583496957.jpg
Koko Wa Greenwood,Vol.9 Chapter 51: Here Is Greenwood [End],"Feb 15,19",248,180.0,manganelo.com,0.3038055896759033,https://manganelo.com/manga/koko_wa_greenwood,"Action,Adult,Comedy,Cooking,Gender bender,Romance,School life,Shoujo,Slice of life",Completed,4.6,https://avt.mkklcdnv6temp.com/18/w/4-1583470444.jpg
Kyo,Vol.1 Chapter 6,"Feb 16,19",248,180.0,manganelo.com,0.28819823265075684,https://manganelo.com/manga/kyo,"Action,Adventure,Drama,Shounen",Ongoing,5,https://avt.mkklcdnv6temp.com/31/v/15-1583492723.jpg
Ragnarok M Stories: Laziest Creator,Chapter 5: Unexpected Events,"Feb 22,19",247,180.0,manganelo.com,0.2777862548828125,https://manganelo.com/manga/eu918510,"Adventure,Comedy",Ongoing,1.44,https://avt.mkklcdnv6temp.com/48/j/17-1583497008.jpg
Hakkenden,Chapter 30.5,"Feb 16,19",248,180.0,manganelo.com,0.305189847946167,https://manganelo.com/manga/hakkenden,"Fantasy,Mystery,Shoujo,Supernatural",Ongoing,4.8,https://avt.mkklcdnv6temp.com/6/m/2-1583465941.jpg
Tanpen Manga Shuu: Bunnies Hoka,Vol.1 Chapter 5: Locker Boueki,"Feb 16,19",248,180.0,manganelo.com,0.32208919525146484,https://manganelo.com/manga/tanpen_manga_shuu_bunnies_hoka,"Action,Comedy,Sci fi,Seinen,Slice of life",,5,https://avt.mkklcdnv6temp.com/35/w/11-1583485303.jpg
Ghost Child,Vol.1 Chapter 10,"Feb 22,19",247,180.0,manganelo.com,0.36754894256591797,https://manganelo.com/manga/jy918077,"Adult,Horror,Mature,Romance,Webtoons,Yaoi",Ongoing,4.69,https://avt.mkklcdnv6temp.com/32/t/17-1583496432.jpg
Toshishita Kareshi No Renai Kanriheki,Vol.2 Chapter 10.5: Extra,"Feb 08,19",249,180.0,manganelo.com,0.2758469581604004,https://manganelo.com/manga/toshishita_kareshi_no_renai_kanriheki,"Adult,Drama,Romance,Yaoi",Ongoing,4.42,https://avt.mkklcdnv6temp.com/11/g/17-1583495670.jpg
Yarashikute Ijiwaru.,Vol.1 Chapter 5.5: Extra,"Feb 09,19",249,180.0,manganelo.com,0.28975987434387207,https://manganelo.com/manga/yarashikute_ijiwaru,"Comedy,Romance,Yaoi",Ongoing,4.83,https://avt.mkklcdnv6temp.com/30/r/3-1583468887.jpg
Kerberos Panzer Cop,Vol.1 Chapter 4: Act 4 - The Fighting Dog ( Chapter 1 - Beginning ),"Feb 09,19",249,180.0,manganelo.com,0.32271361351013184,https://manganelo.com/manga/kerberos_panzer_cop,"Action,Drama,Sci fi,Shounen",Ongoing,5,https://avt.mkklcdnv6temp.com/10/y/16-1583493868.jpg
Lil' Green & Lil' Blue,Chapter 73: A Rhythm Game,"Feb 09,19",249,180.0,manganelo.com,0.3161623477935791,https://manganelo.com/manga/lil_green_lil_blue,"Comedy,Slice of life,Webtoons,Manhua",Ongoing,4.87,https://avt.mkklcdnv6temp.com/8/b/1-1583463982.jpg
Nanairo Kakumei,Vol.8 Chapter 37: Last Revolution,"Feb 09,19",249,180.0,manganelo.com,0.31514978408813477,https://manganelo.com/manga/nanairo_kakumei,"Drama,Romance,School life,Shoujo",Ongoing,4.68,https://avt.mkklcdnv6temp.com/20/k/14-1583490478.jpg
Shitei Bouryoku Shoujo Shiomi-Chan,Vol.5 Chapter 30: A Dishonorable Demise,"Feb 09,19",249,180.0,manganelo.com,0.27776145935058594,https://manganelo.com/manga/shitei_bouryoku_shoujo_shiomichan,"Comedy,Gender bender,School life,Shounen",Ongoing,4.87,https://avt.mkklcdnv6temp.com/26/r/14-1583490690.jpg
Insect Princess,Vol.3 Chapter 24 [End],"Feb 09,19",249,180.0,manganelo.com,0.26419997215270996,https://manganelo.com/manga/sx917889,"Drama,Horror,Martial arts,Psychological,Romance,Seinen,Supernatural,Tragedy",Ongoing,4.51,https://avt.mkklcdnv6temp.com/25/r/17-1583496177.jpg
Q (Shihira Tatsuya),Chapter 20: Epilogue + Extra [End],"Feb 10,19",249,180.0,manganelo.com,0.28371262550354004,https://manganelo.com/manga/q_shihira_tatsuya,"Action,Seinen",Ongoing,4.68,https://avt.mkklcdnv6temp.com/37/o/1-1583465173.jpg
The Embalmer,Vol.7 Chapter 42,"Feb 10,19",249,180.0,manganelo.com,0.2626171112060547,https://manganelo.com/manga/the_embalmer,"Drama,Josei,Psychological,Romance,Tragedy",Completed,4.95,https://avt.mkklcdnv6temp.com/44/u/8-1583479887.jpg
Sora No Otoshimono,Vol.14 Chapter Extra : Sora No Otoshimono: The Movie,"Feb 10,19",249,180.0,manganelo.com,0.316389799118042,https://manganelo.com/manga/sora_no_otoshimono,"Action,Adult,Adventure,Comedy,Cooking,Doujinshi,Drama,Ecchi,Harem,Mystery,Psychological,Romance,School life,Sci fi,Shounen,Supernatural,Tragedy",Completed,4.81,https://avt.mkklcdnv6temp.com/15/m/4-1583470300.jpg
Ookami Nanka Kowakunai!?,Vol.1 Chapter 4: Beware The Full Moon,"Feb 09,19",249,180.0,manganelo.com,0.4667341709136963,https://manganelo.com/manga/ookami_nanka_kowakunai,"Comedy,Ecchi,Romance,School life,Shoujo,Smut",Completed,4.17,https://avt.mkklcdnv6temp.com/33/d/5-1583473199.jpg
Jojo's Bizarre Adventure Part 7 - Steel Ball Run,Vol.24 Chapter 95: World Of Stars And Stripes - Outro,"Feb 10,19",249,180.0,manganelo.com,0.2866184711456299,https://manganelo.com/manga/af918141,"Action,Adventure,Comedy,Drama,Fantasy,Historical,Martial arts,Mystery,One shot,Psychological,Seinen,Supernatural,Tragedy",Ongoing,4.83,https://avt.mkklcdnv6temp.com/35/d/17-1583496522.jpg
0 Kara Hajimeru Manga Kyoushitsu,Vol.1 Chapter 8,"Feb 10,19",249,180.0,manganelo.com,0.302476167678833,https://manganelo.com/manga/0_kara_hajimeru_manga_kyoushitsu,"Comedy,Romance,Shoujo",Completed,4.71,https://avt.mkklcdnv6temp.com/15/g/4-1583470292.jpg
Eatable,Chapter 7: From The Backyard To The Kitchen,"Feb 10,19",249,180.0,manganelo.com,0.2869911193847656,https://manganelo.com/manga/gi918338,"Comedy,Cooking,Sci fi",Ongoing,4.55,https://avt.mkklcdnv6temp.com/42/k/17-1583496788.jpg
Ano Ko Ni Yasashii Sekai Ga Ii,Chapter 5: After The Fuschia [End],"Feb 10,19",249,180.0,manganelo.com,0.2775297164916992,https://manganelo.com/manga/ano_ko_ni_yasashii_sekai_ga_ii,"Drama,Fantasy,Josei,Romance,Sci fi",Ongoing,4.59,https://avt.mkklcdnv6temp.com/13/s/15-1583491955.jpg
Onnanoko Awase,Vol.1 Chapter 8.5: Girls' Union [Training],"Feb 10,19",249,180.0,manganelo.com,0.27791523933410645,https://manganelo.com/manga/onnanoko_awase,Yuri,Ongoing,4.64,https://avt.mkklcdnv6temp.com/39/y/7-1583477785.jpg
Love Voice,Chapter 5,"Feb 10,19",249,180.0,manganelo.com,0.29188084602355957,https://manganelo.com/manga/km918411,"Romance,Shounen ai,Yaoi",Completed,4.44,https://avt.mkklcdnv6temp.com/44/w/17-1583496879.jpg
Level:faith,Vol.1 Chapter 1,"Jan 31,19",250,180.0,manganelo.com,0.28322577476501465,https://manganelo.com/manga/xw918362,"Action,Mystery,Psychological,Sci fi",Ongoing,1.94,https://avt.mkklcdnv6temp.com/43/g/17-1583496817.jpg
Amefurashi: The Rain Goddess,Vol.2 Translation Notes,"Jan 30,19",250,180.0,manganelo.com,0.3695361614227295,https://manganelo.com/manga/oq918357,"Action,Comedy,Fantasy,Shounen",Ongoing,5,https://avt.mkklcdnv6temp.com/43/b/17-1583496811.jpg
Amagami - Love Goes On!,Vol.3 Chapter 19.5: Extra: Another Day,"Feb 10,19",249,180.0,manganelo.com,0.46944594383239746,https://manganelo.com/manga/amagami_love_goes_on,"Comedy,Ecchi,Romance,School life,Seinen",Completed,4.94,https://avt.mkklcdnv6temp.com/44/z/3-1583469445.jpg
Masamune-Kun No Revenge After School,Vol.1 Chapter 7: Makabe Masamune's Chapter [End],"Feb 11,19",249,180.0,manganelo.com,0.35195064544677734,https://manganelo.com/manga/masamunekun_no_revenge_after_school,"Comedy,Drama,Ecchi,Harem,Romance,School life,Shounen,Slice of life",Ongoing,4.8,https://avt.mkklcdnv6temp.com/8/f/17-1583495561.jpg
Toaru Nichijou No Index-San,Vol.5 Chapter 58 [End],"Feb 01,19",250,180.0,manganelo.com,0.3012559413909912,https://manganelo.com/manga/toaru_nichijou_no_indexsan,Shounen,Ongoing,4.97,https://avt.mkklcdnv6temp.com/27/x/2-1583466779.jpg
Ichiban Hoshii No,Vol.1 Chapter 4 [End],"Feb 02,19",250,180.0,manganelo.com,0.32988905906677246,https://manganelo.com/manga/ichiban_hoshii_no,"Romance,School life,Shoujo",Ongoing,4.81,https://avt.mkklcdnv6temp.com/34/g/16-1583494702.jpg
Orenchi No Furo Jijou,Vol.7 Extra,"Feb 01,19",250,180.0,manganelo.com,0.4672820568084717,https://manganelo.com/manga/orenchi_no_furo_jijou,"Comedy,Fantasy,Shoujo,Slice of life",Ongoing,4.82,https://avt.mkklcdnv6temp.com/11/j/3-1583468087.jpg
